PopName,Sex,Year,Age,mx,qx,ax,lx,dx,Lx,Tx,ex
Reg4,f,1960-1969,0,0.01930,0.01897,0.11,100000,1897,98306,7489294,74.89
Reg4,f,1960-1969,1-4,0.00086,0.00345,1.6,98103,339,391599,7390988,75.34
Reg4,f,1960-1969,5-9,0.00036,0.00180,2.23,97764,176,488331,6999389,71.59
Reg4,f,1960-1969,10-14,0.00030,0.00150,2.63,97588,146,487593,6511058,66.72
Reg4,f,1960-1969,15-19,0.00059,0.00296,2.76,97442,289,486562,6023465,61.82
Reg4,f,1960-1969,20-24,0.00075,0.00374,2.52,97153,363,484867,5536903,56.99
Reg4,f,1960-1969,25-29,0.00086,0.00429,2.56,96790,415,482937,5052036,52.20
Reg4,f,1960-1969,30-34,0.00117,0.00583,2.64,96375,562,480550,4569098,47.41
Reg4,f,1960-1969,35-39,0.00171,0.00852,2.67,95813,816,477167,4088548,42.67
Reg4,f,1960-1969,40-44,0.00261,0.01296,2.68,94997,1231,472128,3611380,38.02
Reg4,f,1960-1969,45-49,0.00402,0.01991,2.66,93766,1867,464455,3139252,33.48
Reg4,f,1960-1969,50-54,0.00598,0.02947,2.65,91899,2709,453122,2674798,29.11
Reg4,f,1960-1969,55-59,0.00849,0.04161,2.63,89191,3712,437145,2221675,24.91
Reg4,f,1960-1969,60-64,0.01242,0.06032,2.64,85479,5156,415226,1784530,20.88
Reg4,f,1960-1969,65-69,0.01917,0.09171,2.63,80323,7366,384176,1369304,17.05
Reg4,f,1960-1969,70-74,0.03123,0.14546,2.64,72957,10612,339777,985129,13.50
Reg4,f,1960-1969,75-79,0.05219,0.23180,2.59,62344,14452,276924,645352,10.35
Reg4,f,1960-1969,80-84,0.08603,0.35531,2.55,47893,17017,197800,368427,7.69
Reg4,f,1960-1969,85-89,0.14424,0.52465,2.4,30876,16199,112307,170628,5.53
Reg4,f,1960-1969,90-94,0.22331,0.68762,2.21,14677,10092,45192,58321,3.97
Reg4,f,1960-1969,95-99,0.33156,0.82807,1.98,4585,3797,11450,13128,2.86
Reg4,f,1960-1969,100-104,0.46068,0.91617,1.71,788,722,1568,1678,2.13
Reg4,f,1960-1969,105-109,0.59602,0.96065,1.47,66,63,107,110,1.67
Reg4,f,1960-1969,110+,0.70225,1.00000,1.42,3,3,4,4,1.42
Reg4,f,1970-1979,0,0.01291,0.01276,0.09,100000,1276,98838,7697446,76.97
Reg4,f,1970-1979,1-4,0.00067,0.00268,1.6,98724,264,394264,7598608,76.97
Reg4,f,1970-1979,5-9,0.00030,0.00148,2.27,98460,146,491903,7204343,73.17
Reg4,f,1970-1979,10-14,0.00026,0.00130,2.7,98314,128,491277,6712441,68.28
Reg4,f,1970-1979,15-19,0.00062,0.00310,2.74,98186,304,490242,6221164,63.36
Reg4,f,1970-1979,20-24,0.00075,0.00375,2.52,97882,367,488497,5730921,58.55
Reg4,f,1970-1979,25-29,0.00079,0.00394,2.56,97515,384,486638,5242424,53.76
Reg4,f,1970-1979,30-34,0.00098,0.00487,2.61,97131,473,484521,4755787,48.96
Reg4,f,1970-1979,35-39,0.00144,0.00715,2.64,96658,691,481657,4271265,44.19
Reg4,f,1970-1979,40-44,0.00225,0.01119,2.66,95966,1074,477323,3789608,39.49
Reg4,f,1970-1979,45-49,0.00355,0.01760,2.65,94892,1670,470536,3312285,34.91
Reg4,f,1970-1979,50-54,0.00527,0.02603,2.64,93222,2426,460389,2841749,30.48
Reg4,f,1970-1979,55-59,0.00785,0.03856,2.65,90796,3501,445765,2381360,26.23
Reg4,f,1970-1979,60-64,0.01155,0.05621,2.64,87295,4907,424876,1935595,22.17
Reg4,f,1970-1979,65-69,0.01673,0.08047,2.63,82388,6629,396205,1510719,18.34
Reg4,f,1970-1979,70-74,0.02636,0.12404,2.63,75758,9397,356534,1114515,14.71
Reg4,f,1970-1979,75-79,0.04336,0.19651,2.62,66362,13041,300777,757981,11.42
Reg4,f,1970-1979,80-84,0.07167,0.30527,2.57,53321,16277,227129,457204,8.57
Reg4,f,1970-1979,85-89,0.12045,0.46118,2.46,37043,17084,141830,230075,6.21
Reg4,f,1970-1979,90-94,0.19505,0.63691,2.28,19960,12713,65177,88245,4.42
Reg4,f,1970-1979,95-99,0.29298,0.78744,2.06,7247,5707,19479,23068,3.18
Reg4,f,1970-1979,100-104,0.41762,0.89353,1.8,1540,1376,3296,3589,2.33
Reg4,f,1970-1979,105-109,0.55413,0.95035,1.54,164,156,281,294,1.79
Reg4,f,1970-1979,110+,0.66449,1.00000,1.5,8,8,12,12,1.50
Reg4,f,1980-1989,0,0.00871,0.00864,0.08,100000,864,99203,7877098,78.77
Reg4,f,1980-1989,1-4,0.00048,0.00191,1.53,99136,189,396076,7777895,78.46
Reg4,f,1980-1989,5-9,0.00021,0.00106,2.37,98947,105,494457,7381819,74.60
Reg4,f,1980-1989,10-14,0.00021,0.00104,2.78,98842,103,493980,6887362,69.68
Reg4,f,1980-1989,15-19,0.00052,0.00257,2.71,98739,254,493113,6393382,64.75
Reg4,f,1980-1989,20-24,0.00058,0.00289,2.51,98485,285,491715,5900269,59.91
Reg4,f,1980-1989,25-29,0.00063,0.00315,2.54,98200,310,490239,5408554,55.08
Reg4,f,1980-1989,30-34,0.00076,0.00379,2.62,97891,371,488568,4918315,50.24
Reg4,f,1980-1989,35-39,0.00108,0.00537,2.64,97519,523,486359,4429747,45.42
Reg4,f,1980-1989,40-44,0.00167,0.00832,2.69,96996,807,483112,3943388,40.66
Reg4,f,1980-1989,45-49,0.00270,0.01344,2.69,96189,1293,477965,3460276,35.97
Reg4,f,1980-1989,50-54,0.00433,0.02143,2.67,94896,2034,469741,2982310,31.43
Reg4,f,1980-1989,55-59,0.00682,0.03356,2.67,92862,3116,457053,2512569,27.06
Reg4,f,1980-1989,60-64,0.01054,0.05142,2.63,89746,4615,437809,2055516,22.90
Reg4,f,1980-1989,65-69,0.01578,0.07605,2.63,85131,6474,410326,1617707,19.00
Reg4,f,1980-1989,70-74,0.02466,0.11648,2.63,78657,9162,371592,1207381,15.35
Reg4,f,1980-1989,75-79,0.03865,0.17685,2.6,69495,12290,318012,835789,12.03
Reg4,f,1980-1989,80-84,0.06497,0.28073,2.58,57205,16059,247186,517777,9.05
Reg4,f,1980-1989,85-89,0.11001,0.43103,2.49,41146,17735,161207,270591,6.58
Reg4,f,1980-1989,90-94,0.18037,0.60874,2.33,23411,14251,79009,109384,4.67
Reg4,f,1980-1989,95-99,0.27868,0.77045,2.1,9160,7057,25323,30375,3.32
Reg4,f,1980-1989,100-104,0.40359,0.88519,1.83,2103,1861,4612,5052,2.40
Reg4,f,1980-1989,105-109,0.54263,0.94724,1.56,241,229,421,441,1.83
Reg4,f,1980-1989,110+,0.65599,1.00000,1.52,13,13,19,19,1.52
Reg4,f,1990-1999,0,0.00630,0.00626,0.07,100000,626,99418,7990029,79.90
Reg4,f,1990-1999,1-4,0.00034,0.00136,1.57,99374,135,397167,7890611,79.40
Reg4,f,1990-1999,5-9,0.00016,0.00078,2.37,99239,78,495990,7493443,75.51
Reg4,f,1990-1999,10-14,0.00018,0.00090,2.82,99161,89,495612,6997454,70.57
Reg4,f,1990-1999,15-19,0.00042,0.00211,2.69,99072,209,494877,6501841,65.63
Reg4,f,1990-1999,20-24,0.00047,0.00234,2.49,98863,232,493734,6006964,60.76
Reg4,f,1990-1999,25-29,0.00052,0.00259,2.58,98631,256,492537,5513230,55.90
Reg4,f,1990-1999,30-34,0.00071,0.00354,2.66,98376,348,491066,5020693,51.04
Reg4,f,1990-1999,35-39,0.00103,0.00514,2.66,98028,504,488962,4529627,46.21
Reg4,f,1990-1999,40-44,0.00154,0.00765,2.66,97524,746,485877,4040665,41.43
Reg4,f,1990-1999,45-49,0.00234,0.01162,2.67,96778,1125,481263,3554789,36.73
Reg4,f,1990-1999,50-54,0.00371,0.01840,2.68,95653,1760,474186,3073526,32.13
Reg4,f,1990-1999,55-59,0.00595,0.02936,2.68,93892,2757,463073,2599340,27.68
Reg4,f,1990-1999,60-64,0.00949,0.04640,2.65,91136,4229,445732,2136266,23.44
Reg4,f,1990-1999,65-69,0.01451,0.07017,2.65,86907,6098,420178,1690534,19.45
Reg4,f,1990-1999,70-74,0.02292,0.10868,2.63,80808,8782,383232,1270357,15.72
Reg4,f,1990-1999,75-79,0.03617,0.16647,2.61,72026,11990,331523,887125,12.32
Reg4,f,1990-1999,80-84,0.06167,0.26850,2.59,60036,16120,261397,555602,9.25
Reg4,f,1990-1999,85-89,0.10508,0.41635,2.51,43916,18285,174007,294205,6.70
Reg4,f,1990-1999,90-94,0.17860,0.60602,2.35,25632,15533,86971,120198,4.69
Reg4,f,1990-1999,95-99,0.28068,0.77369,2.1,10098,7813,27835,33227,3.29
Reg4,f,1990-1999,100-104,0.41156,0.89079,1.82,2285,2036,4947,5391,2.36
Reg4,f,1990-1999,105-109,0.55665,0.95157,1.54,250,238,427,445,1.78
Reg4,f,1990-1999,110+,0.67392,1.00000,1.48,12,12,18,18,1.48
Reg4,f,2000-2009,0,0.00522,0.00520,0.07,100000,520,99516,8104211,81.04
Reg4,f,2000-2009,1-4,0.00025,0.00101,1.6,99480,100,397681,8004695,80.47
Reg4,f,2000-2009,5-9,0.00012,0.00062,2.39,99380,62,496741,7607014,76.54
Reg4,f,2000-2009,10-14,0.00014,0.00068,2.78,99319,68,496443,7110274,71.59
Reg4,f,2000-2009,15-19,0.00034,0.00171,2.78,99251,170,495878,6613831,66.64
Reg4,f,2000-2009,20-24,0.00042,0.00211,2.48,99081,209,494880,6117953,61.75
Reg4,f,2000-2009,25-29,0.00047,0.00233,2.57,98873,230,493803,5623073,56.87
Reg4,f,2000-2009,30-34,0.00062,0.00310,2.66,98642,306,492493,5129270,52.00
Reg4,f,2000-2009,35-39,0.00095,0.00474,2.7,98336,466,490610,4636777,47.15
Reg4,f,2000-2009,40-44,0.00151,0.00754,2.69,97871,738,487649,4146167,42.36
Reg4,f,2000-2009,45-49,0.00233,0.01161,2.65,97132,1127,483017,3658518,37.67
Reg4,f,2000-2009,50-54,0.00342,0.01695,2.64,96005,1627,476191,3175501,33.08
Reg4,f,2000-2009,55-59,0.00503,0.02487,2.66,94378,2348,466399,2699311,28.60
Reg4,f,2000-2009,60-64,0.00791,0.03885,2.66,92030,3576,451802,2232912,24.26
Reg4,f,2000-2009,65-69,0.01233,0.05993,2.65,88455,5301,429828,1781110,20.14
Reg4,f,2000-2009,70-74,0.01986,0.09488,2.66,83154,7889,397274,1351282,16.25
Reg4,f,2000-2009,75-79,0.03252,0.15097,2.64,75265,11363,349464,954008,12.68
Reg4,f,2000-2009,80-84,0.05713,0.25136,2.61,63902,16062,281158,604544,9.46
Reg4,f,2000-2009,85-89,0.10174,0.40651,2.53,47839,19447,191141,323386,6.76
Reg4,f,2000-2009,90-94,0.17853,0.60610,2.35,28392,17209,96393,132245,4.66
Reg4,f,2000-2009,95-99,0.28864,0.78462,2.09,11184,8775,30400,35852,3.21
Reg4,f,2000-2009,100-104,0.43019,0.90255,1.78,2409,2174,5054,5452,2.26
